,Target,Importance
6645,meningioma | TRAF7 | ID:72854,6
9456,Small_Intestine | DNase.fdr0.01.peaks | Roadmap,6
169,MCF-7_Epithelium_Breast | E2F1 | ID:2280,6
2188,K562_Erythroblast_Bone_Marrow | MAX | ID:45907,6
9442,SK-N-MC | Pol2-4H8 | ENCODE,6
7342,293T | ZNF135 | ID:77174,6
269,VCaP_Epithelium_Prostate | ERG | ID:2918,6
1556,Proerythroblast_Bone_Marrow | TAL1 | ID:43447,6
2157,K562_Erythroblast_Bone_Marrow | SETDB1 | ID:45873,6
36,HeLa-S3_Epithelium_Cervix | ELK4 | ID:1215,6
288,Adipocyte_Adipose | E2F4 | ID:3225,6
6610,Breast | ESR1 | ID:72502,6
298,Glioblastoma_Multiforme_Stem_Like | BMI1 | ID:32781,6
7646,MOLT-4_T_Lymphoblast | BRD4 | ID:82839,6
299,Glioblastoma_Multiforme_Stem_Like | ATF3 | ID:32784,6
1510,HEK293T_Epithelium_Embryonic_Kidney | BRD4 | ID:43065,6
1501,MM1.S_B_Lymphocyte_Blood | BRD2 | ID:43046,6
1303,HEK293T_Epithelium_Embryonic_Kidney | EZH2 | ID:41974,6
7297,293T | ZNF557 | ID:77091,6
7645,MOLT-4_T_Lymphoblast | CDK9 | ID:82838,6
2094,HepG2_Epithelium_Liver | CTCF | ID:45808,6
1294,iPSC | EZH2 | ID:41817,6
6650,Cardiomyocyte | TBX5 | ID:72907,6
143,K562_Erythroblast_Bone_Marrow | RUNX1 | ID:2122,6
134,K562_Erythroblast_Bone_Marrow | GATA1 | ID:2001,6
9089,HepG2 | HNF4G | ENCODE,6
10,H9_Embryonic_Stem_Cell_Embryo | SMAD2/3 | ID:1083,6
1606,Endothelial_Cell_Artery | T | ID:43972,6
6615,U937_Monocyte | ZNF143 | ID:72553,6
6656,Cardiomyocyte | GATA4 | ID:72922,6
6715,Neurosphere | RBPJ | ID:73407,6
7442,Raji_B_Lymphocyte_Blood | POLR2A | ID:81320,6
1418,MS1_Lymphoblastoid_Blood | STAG1 | ID:42587,6
2111,HepG2_Epithelium_Liver | JUND | ID:45828,6
6680,MCF-7_Breast | FOXA1 | ID:72994,6
351,MCF-7_Epithelium_Breast | EP300 | ID:33154,6
7657,A549_Epithelium_Lung | FOXA2 | ID:82934,6
1321,Melanocyte | MITF | ID:42176,6
1584,T47D-MTVL_Epithelium_Mammary_Gland | CDK2 | ID:43677,6
13,H9_Embryonic_Stem_Cell_Embryo | SMAD4 | ID:1086,6
1316,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:42169,6
7515,Fibroblast_Skin | POLR2A | ID:81967,6
1610,H9_Embryonic_Stem_Cell_Embryo | TP53 | ID:43999,6
6787,SEM_B_Lymphocyte | KMT2A | ID:73716,6
1588,KOPT-K1_T_Lymphocyte_Blood | BRD4 | ID:43742,6
140,GM12878_B_Lymphocyte_Blood | POLR2A | ID:2102,6
2105,HepG2_Epithelium_Liver | POLR2A | ID:45821,6
9103,HepG2 | Nrf1 | ENCODE,5
3612,Stromal_Cell_Endometrium | CHRM2 | ID:52573,5
7650,Breast | ESR1 | ID:82848,5
3611,501-Mel_Melanoma_Cell | SMARCA4 | ID:52555,5
3187,Jurkat_T_Lymphocyte_Blood | KDM3A | ID:49954,5
8467,H1_Embryonic_Stem_Cell_Embryo | SUZ12 | ID:8823,5
3154,SF7761_Neuron | EZH2 | ID:49801,5
3193,90-8TL_Schwann_Cell_Brain | BRD4 | ID:49980,5
8470,22RV1_Epithelium_Prostate | AR | ID:88282,5
8478,HeLa_Epithelium_Cervix | SMC3 | ID:88343,5
3164,GM19099_Lymphoblastoid_Blood | POLR2A | ID:4986,5
5739,HEK293_Epithelium_Embryonic_Kidney | ZNF76 | ID:65206,5
6948,Colorectal_cancer_cell_line | ELF1 | ID:74430,5
3656,T98G_Brain | DYRK1A | ID:52715,5
6954,Endothelial_Cell_Umbilical_Vein | PROX1 | ID:74488,5
3172,A673_Polygonal_Muscle | FLI1 | ID:49872,5
3173,A673_Polygonal_Muscle | WDR5 | ID:49877,5
3175,GM15510_Lymphoblastoid_Blood | POLR2A | ID:4988,5
5498,K562_Erythroblast_Bone_Marrow | ZNF639 | ID:64649,5
5513,K562_Erythroblast_Bone_Marrow | IRF1 | ID:64676,5
1403,GM2588_Lymphoblastoid_Blood | STAG1 | ID:42535,5
3628,MCF-7_Epithelium_Breast | ESR1 | ID:52613,5
6957,Saos-2_Osteosarcoma_cell | CBFB | ID:74545,5
3627,MCF-7_Epithelium_Breast | ESR1 | ID:52612,5
9243,K562 | HDAC1 | ENCODE,5
1419,MS1_Lymphoblastoid_Blood | STAG1 | ID:42588,5
6942,LNCaP_Epithelium_Prostate | AR | ID:74410,5
8596,HeLa_Epithelium_Cervix | YY1 | ID:9213,5
7956,THP-1_Monocyte_Blood | VDR | ID:84824,5
7951,SKH1 | GATA2 | ID:84784,5
7908,K562_Erythroblast_Bone_Marrow | TAL1 | ID:84536,5
3722,HeLa_Epithelium_Cervix | CDK9 | ID:53347,5
5489,GM12878_B_Lymphocyte_Blood | TRIM22 | ID:64620,5
7579,C4-2B_Epithelium_Prostate | POLR2A | ID:82347,5
5456,MCF-7_Epithelium_Breast | RFX1 | ID:64525,5
920,Bone_Marrow | SUZ12 | ID:38163,5
3104,MCF-7_Epithelium_Breast | EP300 | ID:49646,5
6683,MCF-7_Breast | ESR1 | ID:72997,5
3754,T_Lymphocyte_Blood | STAT5B | ID:53632,5
8620,BT-474_Epithelium_Mammary_Gland | TFAP2C | ID:9508,5
912,HT1080_Connective_Tissue | SSRP1 | ID:38073,5
6993,K562_Erythroblast_Bone_Marrow | NRF1 | ID:74665,5
6677,COLO-829 | CTCF | ID:72978,5
3092,MCF-7_Epithelium_Breast | GATA3 | ID:49627,5
6674,Prostate | AR | ID:72974,5
5448,A549_Epithelium_Lung | FOSL2 | ID:64484,5
1488,GP5d_Colon | HNF4A | ID:42934,5
3765,H9_Embryonic_Stem_Cell_Embryo | SMAD2 | ID:5366,5
3687,HEK293_Epithelium_Embryonic_Kidney | FOXM1 | ID:53257,5
3080,MCF-7_Epithelium_Breast | ESR1 | ID:49612,5
6671,Prostate | AR | ID:72971,5
3767,Embryonic_Stem_Cell | POLR2A | ID:53661,5
5443,A549_Epithelium_Lung | NR3C1 | ID:64471,5
1493,GP5d_Colon | REST | ID:42943,5
5797,BT-474_Human_Breast_Cancer_Cell_Breast | ESRRA | ID:67367,5
900,Endothelial_Cell_Umbilical_Vein | EP300 | ID:37924,5
3071,GM10847_Lymphoblastoid_Blood | RELA | ID:4959,5
897,U937_Pleura | POLR2A | ID:37641,5
5438,A549_Epithelium_Lung | EP300 | ID:64460,5
895,K562_Erythroblast_Bone_Marrow | ERG | ID:37639,5
3779,Embryonic_Stem_Cell | NIPBL | ID:53673,5
3781,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:53714,5
3744,Adipocyte | MED1 | ID:53594,5
8618,HeLa_Epithelium_Cervix | FOXK1 | ID:9506,5
3743,Adipocyte | MED1 | ID:53593,5
6686,MCF-7_Breast | CTCF | ID:73000,5
5485,Colon | CTCF | ID:64614,5
1431,LoVo_Colon | ARNT2 | ID:42707,5
965,Epithelium_Colon | POLR2A | ID:38576,5
963,IMR90_Fibroblast_Lung | RBL2 | ID:38488,5
1444,LoVo_Colon | RELA | ID:42744,5
8461,H1_Embryonic_Stem_Cell_Embryo | KDM4A | ID:8816,5
9247,K562 | HMGN3 | ENCODE,5
9250,K562 (IFNa6h) | IRF1 | ENCODE,5
8606,Raji_B_Lymphocyte_Blood | POLR2A | ID:9305,5
7588,HCT-116_HCT116 | POLR2A | ID:82394,5
954,T_Lymphocyte_Blood | POLR2A | ID:38387,5
1453,LoVo_Colon | NFYC | ID:42774,5
3709,HeLa_Epithelium_Cervix | NELFE | ID:53324,5
7585,LTED_Breast | ESR1 | ID:82380,5
3717,H9_Embryonic_Stem_Cell_Embryo | NELFE | ID:53338,5
1454,LoVo_Colon | NPAT | ID:42775,5
3606,R1-D567_Epithelium_Prostate | AR | ID:52545,5
5761,MCF-7_Epithelium_Breast | ESR1 | ID:6558,5
1460,LoVo_Colon | CTCFL | ID:42819,5
7965,H1975_Lung | ZEB1 | ID:84926,5
7584,B_Lymphocyte | BACH2 | ID:82378,5
942,FB0167P_Fibroblast | POLR2A | ID:38202,5
938,FB0167P_Fibroblast | CTCF | ID:38197,5
3732,Kasumi-1_Myeloblast_Blood | EP300 | ID:53420,5
930,FB8470_Fibroblast | CTCF | ID:38188,5
3736,SH-SY5Y_Bone_Marrow | KDM1A | ID:53470,5
924,FB0167P_Fibroblast | MYC | ID:38182,5
1019,LoVo_Colon | CEBPB | ID:38763,5
3547,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:5199,5
6932,MCF-7_Breast | ESR1 | ID:74393,5
3269,AG18359_Lymphocyte | POLR2A | ID:5018,5
1200,SGBS_Adipocyte_Adipose | NR1H3 | ID:41168,5
1198,SGBS_Adipocyte_Adipose | PPARG | ID:41166,5
6837,H1_Embryonic_Stem_Cell_Embryo | TRIM28 | ID:73982,5
9191,K562 | BDP1 | ENCODE,5
7913,MCF-7_Epithelium_Breast | ESR1 | ID:84569,5
8561,HCT-116_HCT116 | POLR2A | ID:88902,5
1178,HeLa_Epithelium_Cervix | MBD2 | ID:40334,5
1177,IMR90_Fibroblast_Lung | TP53 | ID:40289,5
5627,K562_Erythroblast_Bone_Marrow | ELF1 | ID:65013,5
1330,SU-DHL2_B_Lymphocyte | STAT3 | ID:42217,5
1167,B_Lymphocyte_Blood | CDK9 | ID:40227,5
3786,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:53719,5
7921,JHU-06_Endothelial_Cell | IRF1 | ID:84604,5
1152,Kasumi-1_Myeloblast_Blood | LMO2 | ID:40156,5
7613,Osteosarcoma_Cell_Line_SJSA_Osteosarcoma_cell | TP53 | ID:82549,5
3603,R1-AD1_Epithelium_Prostate | AR | ID:52541,5
3261,Prostate | PR | ID:50161,5
5605,A549_Epithelium_Lung | HES2 | ID:64928,5
5694,HEK293_Epithelium_Embryonic_Kidney | SCRT1 | ID:65135,5
3444,HUES64_Embryonic_Stem_Cell_Embryo | GATA6 | ID:51476,5
3446,HUES64_Embryonic_Stem_Cell_Embryo | GATA6 | ID:51480,5
5602,K562_Erythroblast_Bone_Marrow | IKZF1 | ID:64918,5
1134,HCT-116_Colon | POLR2A | ID:39921,5
7927,22RV1_Epithelium_Prostate | FOXA1 | ID:84613,5
9148,HSMM | CTCF | ENCODE,5
5696,HEK293_Epithelium_Embryonic_Kidney | ZNF382 | ID:65138,5
3470,HUES64_Embryonic_Stem_Cell_Embryo | POU5F1 | ID:51546,5
3251,DLD-1_Epithelium_Colon | TCF7 | ID:50135,5
5697,HEK293_Epithelium_Embryonic_Kidney | ZBTB42 | ID:65139,5
1125,DL23_Epithelium_Colon | POLR2A | ID:39896,5
6835,293T | ZFP57 | ID:73979,5
1323,COLO-829_Fibroblast_Skin | MITF | ID:42178,5
1207,IMR90_Fibroblast_Lung | RELA | ID:41269,5
1320,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:42174,5
1257,OCI-Ly7_B_cell_lymphoma_Blood | MAFK | ID:41625,5
1261,GM18508_Lymphoblastoid_Blood | POLR2A | ID:41690,5
1255,RKO_Epithelium_Colon | BRD1 | ID:41574,5
8544,BT-549_Breast | SMAD2/3 | ID:88732,5
5664,HEK293_Epithelium_Embryonic_Kidney | CTCF | ID:65093,5
1271,HEK293_Epithelium_Embryonic_Kidney | NR3C1 | ID:41738,5
5660,HEK293_Epithelium_Embryonic_Kidney | ZSCAN16 | ID:65086,5
1272,HEK293_Epithelium_Embryonic_Kidney | SUMO2 | ID:41740,5
1273,HEK293_Epithelium_Embryonic_Kidney | SUMO2 | ID:41741,5
9167,IMR90 | CEBPB | ENCODE,5
5659,HEK293_Epithelium_Embryonic_Kidney | ZNF134 | ID:65085,5
9180,iPS_DF_6.9_Cell_Line | DNase.all.peaks | Roadmap,5
6804,MCF-7_Breast | MEN1 | ID:73848,5
3311,hMADS-3_Adipocyte_Adipose | PPARG | ID:50409,5
3308,hMADS-3_Adipocyte_Adipose | CREBBP | ID:50402,5
1233,HT1080_Connective_Tissue | ERCC3 | ID:41411,5
3303,GM12878_B_Lymphocyte_Blood | CTCF | ID:5039,5
1292,iPSC | EZH2 | ID:41813,5
3356,Fibroblast | GTF2I | ID:50714,5
5657,HEK293_Epithelium_Embryonic_Kidney | ZNF778 | ID:65082,5
1228,HEK293T_Epithelium_Embryonic_Kidney | SMC3 | ID:41382,5
1227,Endothelial_Cell_Umbilical_Vein | PR | ID:41375,5
3361,501-Mel_Melanoma_Cell | MITF | ID:50853,5
6823,293T | ZNF33A | ID:73955,5
6792,T_Lymphocyte | STAT5A | ID:73723,5
1218,Monocyte_Blood | STAT1 | ID:41289,5
1217,Monocyte_Blood | STAT1 | ID:41288,5
5650,HEK293_Epithelium_Embryonic_Kidney | ZNF382 | ID:65074,5
1215,Monocyte_Blood | STAT1 | ID:41286,5
7627,THP-1_Monocyte_Blood | SPI1 | ID:82613,5
5586,HEK293_Epithelium_Embryonic_Kidney | ZBTB49 | ID:64872,5
5700,HEK293_Epithelium_Embryonic_Kidney | ZNF324 | ID:65144,5
5561,K562_Erythroblast_Bone_Marrow | TRIM24 | ID:64819,5
6917,D-341 | NEUROD1 | ID:74357,5
7938,A673_Polygonal_Muscle | SRF | ID:84630,5
1379,GM19193_Lymphoblastoid_Blood | CTCF | ID:42430,5
5555,HepG2_Epithelium_Liver | CREM | ID:64797,5
7942,K562_Erythroblast_Bone_Marrow | TAL1 | ID:84685,5
5669,HEK293_Epithelium_Embryonic_Kidney | ZFP42 | ID:65098,5
3553,IMR90_Fibroblast_Lung | TP53 | ID:52089,5
9125,HepG2 | TAF1 | ENCODE,5
5723,HEK293_Epithelium_Embryonic_Kidney | EGR3 | ID:65186,5
7639,hMSC-TERT4 | MED1 | ID:82793,5
5543,K562_Erythroblast_Bone_Marrow | SUPT5H | ID:64773,5
7592,HepG2_Epithelium_Liver | SMARCA4 | ID:82422,5
8487,LNCaP_Epithelium_Prostate | AR | ID:88423,5
6926,MCF-7_Breast | ESR1 | ID:74384,5
6927,MCF-7_Breast | RELA | ID:74385,5
5539,Neuron | POLR2AphosphoS5 | ID:64761,5
1038,LoVo_Colon | BARX2 | ID:38820,5
3201,K562_Erythroblast_Bone_Marrow | SCML2 | ID:50020,5
5726,HEK293_Epithelium_Embryonic_Kidney | ZBTB6 | ID:65189,5
5538,Neuron | POLR2AphosphoS5 | ID:64760,5
3575,Granulosa_cell_Ovary | AR | ID:52249,5
1033,LoVo_Colon | E2F8 | ID:38804,5
3579,Keratinocyte | POLR2A | ID:52297,5
3588,P493-6_B_cell_lymphoma | MYC | ID:52360,5
7902,U937_Pleura | TCF7L2 | ID:8448,5
3592,HEK293_Epithelium_Embryonic_Kidney | MYC | ID:52429,5
1029,LoVo_Colon | KLF3 | ID:38790,5
5529,GM12878_B_Lymphocyte_Blood | IKZF1 | ID:64735,5
1027,LoVo_Colon | RFX1 | ID:38784,5
1066,CUTLL1_T_Lymphocyte_Blood | NOTCH1 | ID:392,5
1378,GM19193_Lymphoblastoid_Blood | CTCF | ID:42429,5
8578,THP-1_Monocyte_Blood | VDR | ID:88952,5
5716,HEK293_Epithelium_Embryonic_Kidney | ZNF8 | ID:65174,5
3480,HUES64_Embryonic_Stem_Cell_Embryo | SMAD1 | ID:51564,5
1117,Kasumi-1_Myeloblast_Blood | RUNX1T1 | ID:39784,5
5706,HEK293_Epithelium_Embryonic_Kidney | ZBTB48 | ID:65155,5
3482,HUES64_Embryonic_Stem_Cell_Embryo | SMAD4 | ID:51574,5
6880,Pontine | EZH2 | ID:74197,5
6765,SUM159PT_Mammary_carcinoma_cell_Breast | MED1 | ID:73542,5
3485,HUES64_Embryonic_Stem_Cell_Embryo | SOX2 | ID:51585,5
3494,HUES64_Embryonic_Stem_Cell_Embryo | T | ID:51600,5
3498,HUES64_Embryonic_Stem_Cell_Embryo | TCF4 | ID:51609,5
3499,HUES64_Embryonic_Stem_Cell_Embryo | THAP11 | ID:51611,5
7631,HepG2_Epithelium_Liver | SATB1 | ID:82642,5
1095,LS180_Epithelium_Colon | CREBBP | ID:39654,5
3230,VCaP_Epithelium_Prostate | ESR1 | ID:50062,5
9132,HepG2 | USF2 | ENCODE,5
1092,OCI-Ly7_B_cell_lymphoma_Blood | BACH2 | ID:39577,5
3225,Epithelium_Prostate | AR | ID:50058,5
7933,HCC70_Epithelium_Breast | STAT3 | ID:84621,5
1088,CUTLL1_T_Lymphocyte_Blood | RBPJ | ID:395,5
6750,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73525,5
9131,HepG2 | USF-1 | ENCODE,5
8495,T47D_Epithelium_Mammary_Gland | PR | ID:88449,5
8580,HCT-116_HCT116 | ARID1A | ID:88976,5
9128,HepG2 | TCF7L2 | ENCODE,5
5566,HEK293_Epithelium_Embryonic_Kidney | ZEB1 | ID:64829,5
5563,K562_Erythroblast_Bone_Marrow | KDM1A | ID:64822,5
1077,LX2_Hepatic_Stellate_Cell | SMAD3 | ID:39365,5
2211,K562_Erythroblast_Bone_Marrow | JUN | ID:45930,5
3218,Epithelium_Prostate | AR | ID:50049,5
3528,Colon | POLR2A | ID:51849,5
6857,MCF-7 | ESR1 | ID:74120,5
2212,K562_Erythroblast_Bone_Marrow | GTF2B | ID:45932,5
8444,HCT-116_HCT116 | POLR2A | ID:88093,5
4491,Keratinocyte | EP300 | ID:58193,5
4507,Liver | MED1 | ID:58322,5
300,P493-6_B_cell_lymphoma | BRD4 | ID:32790,5
5023,A549_Epithelium_Lung | HES2 | ID:63374,5
8101,Muscle | KLF15 | ID:85935,5
8271,Stromal_Cell | GATA2 | ID:87168,5
5027,A549_Epithelium_Lung | EP300 | ID:63379,5
7301,293T | ZNF530 | ID:77099,5
4493,Myoblast_Muscle | DUX4 | ID:5822,5
5029,K562_Erythroblast_Bone_Marrow | USF2 | ID:63383,5
5019,K562_Erythroblast_Bone_Marrow | C11orf30 | ID:63362,5
8100,Muscle | KLF15 | ID:85934,5
5033,MCF-7_Epithelium_Breast | CHD1 | ID:63387,5
323,MCF-7_Epithelium_Breast | ARNT | ID:33032,5
9401,PANC-1 | Sin3Ak-20 | ENCODE,5
8275,U2OS_Bone | POLR2A | ID:87224,5
337,ZR-75-1_Epithelium_Mammary_Gland | ESR1 | ID:33130,5
7287,293T | ZNF649 | ID:77068,5
4462,LNCaP_Epithelium_Prostate | CHD1 | ID:58019,5
4508,LNCaP-abl_Epithelium_Prostate | MED1 | ID:58333,5
287,T_Lymphocyte_Blood | CTCF | ID:3060,5
5117,HepG2_Epithelium_Liver | TCF7 | ID:63592,5
254,U2OS_Bone | TP53 | ID:2796,5
4998,K562_Erythroblast_Bone_Marrow | ZNF318 | ID:63310,5
227,Raji_B_Lymphocyte_Blood | EBNA1BP2 | ID:2638,5
7512,A673_Polygonal_Muscle | MKL2 | ID:81944,5
7330,293T | ZNF267 | ID:77152,5
4546,BE2-C_Neuroblast_Brain | WDR5 | ID:58502,5
4544,Embryonic_Stem_Cell_Embryo | POU5F1 | ID:58494,5
7329,293T | ZNF26 | ID:77151,5
7513,A673_Polygonal_Muscle | MKL1 | ID:81946,5
7324,293T | ZNF287 | ID:77144,5
7317,293T | ZNF383 | ID:77131,5
4534,Embryonic_Stem_Cell_Embryo | CTCF | ID:58480,5
5015,GM12878_B_Lymphocyte_Blood | CEBPZ | ID:63354,5
259,UPR9_Promyelocytic_cell_Bone_Marrow | RXRG | ID:2813,5
7322,293T | ZNF304 | ID:77140,5
7320,293T | ZNF334 | ID:77136,5
273,WM262_Melanocyte_Skin | SETDB1 | ID:2974,5
7319,293T | ZNF337 | ID:77135,5
4517,LNCaP-abl_Epithelium_Prostate | MED1 | ID:58347,5
8278,Keratinocyte | SMC1A | ID:87231,5
4459,Macrophage | NR3C1 | ID:57915,5
8280,Keratinocyte | SMC1A | ID:87233,5
459,LNCaP_Epithelium_Prostate | POLR2A | ID:33733,5
8081,ID00016_Lymphoblastoid | CTCF | ID:85767,5
433,T47D_Epithelium_Mammary_Gland | PR | ID:33566,5
7227,Fibroblast_Fetal_Lung | NEUROG2 | ID:76811,5
5098,A549_Epithelium_Lung | HES2 | ID:63542,5
9362,MCF-7 (serum_starved_media) | Pol2 | ENCODE,5
449,HepG2_Epithelium_Liver | FAIRE | ID:33609,5
7223,MM1.S_B_Lymphocyte_Blood | CCND2 | ID:76686,5
8078,HS-ES-2M_Embryonic_Stem_Cell_epithelioid_sarcoma | SMARCA4 | ID:85737,5
5107,K562_Erythroblast_Bone_Marrow | MIER1 | ID:63554,5
4455,LX2_Hepatic_Stellate_Cell | POLR2A | ID:57812,5
8077,HS-ES-2M_Embryonic_Stem_Cell_epithelioid_sarcoma | SUZ12 | ID:85735,5
462,LNCaP_Epithelium_Prostate | POLR2A | ID:33764,5
8314,Breast | ESR1 | ID:87459,5
481,LNCaP_Epithelium_Prostate | FOXA1 | ID:33918,5
482,LNCaP_Epithelium_Prostate | FOXA1 | ID:33919,5
4325,HuCCT1 | POLR2A | ID:56560,5
8075,RT112_Epithelium_Urinary_Bladder | BRD4 | ID:85706,5
7529,Muscle | NR3C1 | ID:82060,5
430,Proerythroblast_Bone_Marrow | POLR2A | ID:33549,5
429,Proerythroblast_Fetal_Liver | POLR2A | ID:33546,5
4379,RS4_B_Lymphocyte | SPI1 | ID:56953,5
4382,HeLa_Epithelium_Cervix | GTF2B | ID:56961,5
8284,MCF-7_Epithelium_Breast | TP53 | ID:87300,5
8286,Osteoblast | POLR2A | ID:87314,5
4446,Embryonic_Stem_Cell_Embryo | RNF2 | ID:5771,5
4441,K562_Erythroblast_Bone_Marrow | PCGF1 | ID:57670,5
7269,293T | ZNF793 | ID:77033,5
4430,PC-3_Epithelium_Prostate | EP300 | ID:57304,5
5064,K562_Erythroblast_Bone_Marrow | POLR2A | ID:63452,5
7262,293T | ZNF93 | ID:77018,5
8092,LNCaP_Epithelium_Prostate | AR | ID:85855,5
7257,U2OS_Osteosarcoma_cell | LRWD1 | ID:76969,5
8088,Erythroblast_Blood | CTCF | ID:85819,5
4408,RL95-2_Uterus | LEF1 | ID:57114,5
7250,B_Lymphocyte | CD74 | ID:76927,5
8298,BJ_Fibroblast_Skin | FOXA2 | ID:87397,5
4400,HCT-116_Colon | POLR2A | ID:57088,5
8085,LCL_Lymphoblastoid_Blood | BRD4 | ID:85771,5
9374,NB4 | c-Myc | ENCODE,5
8259,SK-N-AS_Neuroblast_Brain | CTCF | ID:87102,5
4565,Raji_B_Lymphocyte_Blood | CD59 | ID:58829,5
222,NB4_Promyelocytic_cell_Blood | POLR2A | ID:2462,5
64,HeLa_Epithelium_Cervix | POLR2A | ID:1322,5
55,HeLa_Epithelium_Cervix | PHF8 | ID:1309,5
4774,A549_Epithelium_Lung | FOSL2 | ID:62755,5
8154,iPS_cells_iPSC | POU5F1 | ID:86398,5
8195,Fibroblast_Embryo | STAG1 | ID:8673,5
8198,Breast | ESR1 | ID:86733,5
4764,HEK293_Epithelium_Embryonic_Kidney | ZNF366 | ID:62732,5
4763,HEK293_Epithelium_Embryonic_Kidney | ZNF366 | ID:62731,5
4897,Spleen | CTCF | ID:63059,5
7420,SHEP-21N_Neuroblastoma_cell_Bone_Marrow | MYCN | ID:81174,5
4714,A549_Epithelium_Lung | FOSL2 | ID:62627,5
83,HepG2_Epithelium_Liver | CEBPA | ID:1374,5
8147,MCF-7_Epithelium_Breast | ESR1 | ID:86283,5
8212,MCF-7_Epithelium_Breast | CTCF | ID:86828,5
89,HepG2_Epithelium_Liver | HNF4A | ID:1447,5
8217,HEK293T_Epithelium_Embryonic_Kidney | U2AF1 | ID:86850,5
4726,A549_Epithelium_Lung | HES2 | ID:62646,5
7411,Endothelial_Cell_Umbilical_Vein | POLR2A | ID:8114,5
4721,HEK293_Epithelium_Embryonic_Kidney | KLF9 | ID:62636,5
54,HeLa_Epithelium_Cervix | PHF8 | ID:1308,5
53,HeLa_Epithelium_Cervix | NR3C1 | ID:1306,5
4782,HEK293_Epithelium_Embryonic_Kidney | ZNF71 | ID:62769,5
4783,K562_Erythroblast_Bone_Marrow | CDC5L | ID:62771,5
2,H9_Embryonic_Stem_Cell_Embryo | EP300 | ID:1007,5
4838,HEK293_Epithelium_Embryonic_Kidney | ZNF341 | ID:62930,5
7464,Stem_cell | POLR2A | ID:81577,5
4832,K562_Erythroblast_Bone_Marrow | ZSCAN29 | ID:62919,5
14,H9_Embryonic_Stem_Cell_Embryo | SMAD4 | ID:1087,5
15,LS174T_Epithelium_Colon | TCF4 | ID:11,5
8175,VCaP_Epithelium_Prostate | ERG | ID:8654,5
8176,Breast | ESR1 | ID:86546,5
8177,VCaP_Epithelium_Prostate | ERG | ID:8655,5
26,HEK293_Epithelium_Embryonic_Kidney | TRIM28 | ID:1178,5
4809,K562_Erythroblast_Bone_Marrow | ZNF584 | ID:62861,5
8162,Mesenchymal_Stem_Cell_Bone_Marrow | CHD1 | ID:86486,5
4800,MCF-7_Epithelium_Breast | NRF1 | ID:62819,5
8183,VCaP_Epithelium_Prostate | HDAC2 | ID:8659,5
4795,K562_Erythroblast_Bone_Marrow | COPS2 | ID:62811,5
4791,MCF-7_Epithelium_Breast | KLF9 | ID:62799,5
41,HeLa_Epithelium_Cervix | C17orf49 | ID:1223,5
4918,K562_Erythroblast_Bone_Marrow | ZNF83 | ID:63118,5
4926,K562_Erythroblast_Bone_Marrow | PBX2 | ID:63132,5
4992,K562_Erythroblast_Bone_Marrow | NKRF | ID:63302,5
192,MCF-7_Epithelium_Breast | POLR2A | ID:2374,5
7373,Macrophage | SP140 | ID:77332,5
8117,Embryonic_Stem_Cell | GATA2 | ID:85979,5
173,MCF-7_Epithelium_Breast | EP300 | ID:2285,5
4625,MutuI_B_Lymphocyte | EBF1 | ID:59344,5
4975,HEK293_Epithelium_Embryonic_Kidney | ZNF680 | ID:63247,5
8250,H1_Embryonic_Stem_Cell_Embryo | SMAD2 | ID:87048,5
7504,VCaP_Epithelium_Prostate | ERF | ID:81882,5
4604,Raji_B_Lymphocyte_Blood | POLR2A | ID:58943,5
197,MCF-7_Epithelium_Breast | POLR2A | ID:2382,5
4699,MCF-7_Epithelium_Breast | GABPA | ID:62590,5
4597,caki-1_Kidney | KDM5C | ID:58887,5
7506,IMR90_Fibroblast_Lung | HIRA | ID:81884,5
4984,Sigmoid_Colon | CTCF | ID:63284,5
9424,Penis_Foreskin_Melanocyte_Primary_Cells_skin01 | DNase.fdr0.01.peaks | Roadmap,5
4585,TF-1_Erythroblast_Bone_Marrow | GATA2 | ID:58873,5
8255,hESC | KDM2B | ID:87074,5
4580,HEK293_Epithelium_Embryonic_Kidney | XRN2 | ID:58844,5
215,MCF-7_Epithelium_Breast | TFAP2C | ID:2403,5
8245,HeLa_Cervical_Carcinoma | SMC3 | ID:87040,5
163,LNCaP_Epithelium_Prostate | POLR2A | ID:2245,5
4643,B_Lymphocyte | FOXP1 | ID:59439,5
4960,HEK293_Epithelium_Embryonic_Kidney | MAZ | ID:63209,5
4698,MCF-7_Epithelium_Breast | GABPA | ID:62589,5
4696,K562_Erythroblast_Bone_Marrow | MCM7 | ID:62587,5
7394,GM12878_B_Lymphocyte_Blood | POLR2A | ID:8094,5
4691,K562_Erythroblast_Bone_Marrow | POLR2A | ID:62574,5
7393,GM12878_B_Lymphocyte_Blood | POLR2A | ID:8093,5
124,Jurkat_E6-1_T_Lymphocyte_Blood | RUNX1 | ID:1955,5
7392,GM12878_B_Lymphocyte_Blood | MYC | ID:8092,5
8231,Breast | PR | ID:86901,5
