,Target,Importance
8497,MV4;11_Leukemia_Cell_Blood | BRD4 | ID:88452,4
5203,iPSC | ETS1 | ID:63824,4
5323,K562_Erythroblast_Bone_Marrow | ILK | ID:64129,4
7704,TTC1240_Malignant_rhabdoid_tumor | SUZ12 | ID:83221,4
9458,T-47D (DMSO_0.02pct) | CTCF | ENCODE,4
2945,Epithelium_Liver | SPI1 | ID:48706,4
8493,MCF-7_Epithelium_Breast | SUMO2 | ID:88441,4
2949,PC-3_Epithelium_Prostate | CTCF | ID:48757,4
8465,H1_Embryonic_Stem_Cell_Embryo | RBBP5 | ID:8820,4
5352,A549_Epithelium_Lung | FOSL2 | ID:64222,4
2979,HeLa_Epithelium_Cervix | AFF4 | ID:49000,4
5164,HEK293_Epithelium_Embryonic_Kidney | ZBTB8A | ID:63686,4
5165,A549_Epithelium_Lung | SMC3 | ID:63687,4
7904,SH-EP-NMYCER | POLR2A | ID:84526,4
9440,SH-SY5Y | GATA3 | ENCODE,4
9164,HUVEC | Pol2 | ENCODE | 1,4
7623,THP-1_Monocyte_Blood | SPI1 | ID:82609,4
2960,Keratinocyte_Foreskin | KDM1A | ID:48802,4
7624,THP-1_Monocyte_Blood | SPI1 | ID:82610,4
8648,A549 | Pol2 | ENCODE,4
5168,HEK293_Epithelium_Embryonic_Kidney | GLIS1 | ID:63690,4
7890,U937_Pleura | CEBPA | ID:8444,4
7639,hMSC-TERT4 | MED1 | ID:82793,4
5348,A549_Epithelium_Lung | HES2 | ID:64217,4
5188,HEK293_Epithelium_Embryonic_Kidney | ZNF264 | ID:63774,4
8628,A549 | CEBPB | ENCODE,4
7715,T47D_Epithelium_Mammary_Gland | GATA3 | ID:83264,4
7722,Breast | ESR1 | ID:83325,4
2835,PC-3_Epithelium_Prostate | AR | ID:48093,4
5231,K562_Erythroblast_Bone_Marrow | NFE2L1 | ID:63895,4
7858,Macrophage_Blood | CEBPB | ID:84252,4
2821,Endothelial_Cell_Umbilical_Vein | BRD4 | ID:48061,4
8617,HeLa_Epithelium_Cervix | FOXK1 | ID:9505,4
5292,K562_Erythroblast_Bone_Marrow | CEBPG | ID:64053,4
5246,K562_Erythroblast_Bone_Marrow | YBX3 | ID:63936,4
2814,GM12878_B_Lymphocyte_Blood | EP300 | ID:47885,4
5263,HEK293_Epithelium_Embryonic_Kidney | ZFP64 | ID:63981,4
8508,DLD-1 | PAF1 | ID:88509,4
2797,Jurkat_T_Lymphocyte_Blood | REST | ID:47860,4
7822,MCF-7_Epithelium_Breast | ESR1 | ID:84007,4
2791,GM12878_B_Lymphocyte_Blood | REST | ID:47854,4
7825,Proerythroblast_Blood | GATA1 | ID:8409,4
2787,GM12878_B_Lymphocyte_Blood | REST | ID:47850,4
8510,DLD-1 | PAF1 | ID:88511,4
2784,GM12878_B_Lymphocyte_Blood | REST | ID:47847,4
5267,K562_Erythroblast_Bone_Marrow | ETS2 | ID:63992,4
7795,MCF-7_Epithelium_Breast | ESR1 | ID:83818,4
7788,K562_Leukemia | POLR2A | ID:83754,4
8627,A549 | BHLHE40 | ENCODE,4
7785,K562_Leukemia | POLR2A | ID:83751,4
5303,HeLa-S3_Epithelium_Cervix | UBTF | ID:64087,4
8610,LCL_Lymphoblastoid_Blood | SMC1A | ID:9319,4
7739,MCF-7_Epithelium_Breast | ESR1 | ID:83432,4
2890,Keratinocyte | SNAI2 | ID:48331,4
5213,A549_Epithelium_Lung | BCL3 | ID:63854,4
5214,A549_Epithelium_Lung | BCL3 | ID:63855,4
9465,U2OS | KAP1 | ENCODE,4
7748,HepG2_Epithelium_Liver | RUVBL2 | ID:83527,4
7750,K562_Leukemia | MORC2 | ID:83532,4
2870,GM12878_B_Lymphocyte_Blood | REST | ID:48299,4
5218,K562_Erythroblast_Bone_Marrow | KLF1 | ID:63869,4
7752,hESC | NKX2-1 | ID:83559,4
7756,SHEP-21N_Neuroblastoma_cell_Bone_Marrow | CTCF | ID:83592,4
7770,MCF-7_human_brest_cancer_cell_line | DNMT3A | ID:83708,4
8619,MCF-7_Epithelium_Breast | TFAP2C | ID:9507,4
2850,GM12878_B_Lymphocyte_Blood | CEBPA | ID:48263,4
7783,K562_Leukemia | POLR2A | ID:83749,4
7612,HCT-116_colorectal_adenocarcinoma_HCT116 | TP53 | ID:82545,4
7608,LNCaP_Epithelium_Prostate | AR | ID:82536,4
5356,HEK293_Epithelium_Embryonic_Kidney | ZNF146 | ID:64240,4
5461,K562_Erythroblast_Bone_Marrow | JUNB | ID:64538,4
5460,K562_Erythroblast_Bone_Marrow | JUNB | ID:64537,4
3184,GM10847_Lymphoblastoid_Blood | POLR2A | ID:4995,4
7399,HeLa_Epithelium_Cervix | POLR2A | ID:8100,4
3182,Neural_Progenitor_Cell | OTX2 | ID:49947,4
3181,GM10847_Lymphoblastoid_Blood | POLR2A | ID:4994,4
7404,HepG2_Epithelium_Liver | MYC | ID:8106,4
5039,gastroesophageal_sphincter | POLR2A | ID:63403,4
3165,SK-N-MC_Brain | GABPA | ID:49860,4
3162,SK-N-MC_Brain | FLI1 | ID:49854,4
5447,HEK293_Epithelium_Embryonic_Kidney | ZBTB7A | ID:64475,4
5043,GM12878_B_Lymphocyte_Blood | CBX5 | ID:63411,4
8682,CD3_Primary_Cells_Cord_BI | DNase.fdr0.01.hot | Roadmap,4
7418,K562_Erythroblast_Bone_Marrow | MYC | ID:8117,4
7433,Fibroblast | POLR2A | ID:81282,4
8208,JHU-06_Endothelial_Cell | JUN | ID:86805,4
7444,Raji_B_Lymphocyte_Blood | POLR2A | ID:81324,4
3141,Fibroblast | BRD4 | ID:49744,4
7390,NHEK_Keratinocyte_Skin | CTCF | ID:8090,4
7380,U2OS_Bone | HIF1A | ID:77518,4
7457,SW480_Colon | RELA | ID:81526,4
7379,MV4-11_Leukemia_Cell | KMT2A | ID:77486,4
3240,U937_Pleura | CHRM2 | ID:50107,4
5463,HepG2_Epithelium_Liver | YBX1 | ID:64543,4
7948,Kasumi-1_Myeloblast_Blood | RUNX1 | ID:8478,4
7947,RPM-MC_Epithelium | MYC | ID:84760,4
9422,Penis_Foreskin_Melanocyte_Primary_Cells_skin01 | DNase.all.peaks | Roadmap,4
8430,K562_Leukemia | SIRT1 | ID:88011,4
9424,Penis_Foreskin_Melanocyte_Primary_Cells_skin01 | DNase.fdr0.01.peaks | Roadmap,4
7347,293T | ZNF100 | ID:77181,4
3221,Epithelium_Prostate | AR | ID:50052,4
7354,MCF-7 | DPF1 | ID:77255,4
7356,MCF-7 | ZNF75A | ID:77257,4
3213,LNCaP_Epithelium_Prostate | AR | ID:50043,4
7944,HeLa_Epithelium_Cervix | SMC3 | ID:84733,4
8579,THP-1_Monocyte_Blood | VDR | ID:88954,4
7363,K562_Erythroblast_Bone_Marrow | DPF1 | ID:77264,4
5034,Neuron | POU5F1 | ID:63393,4
7374,SW480_Epithelium_Colon | TAZ | ID:77366,4
3134,Kasumi-1_Myeloblast_Blood | LMO2 | ID:49738,4
3122,GM12878_B_Lymphocyte_Blood | RELA | ID:4970,4
8657,A549 (EtOH_0.02pct) | USF-1 | ENCODE | 1,4
3062,HCT-116_Colon | POLR2A | ID:49533,4
9160,HUVEC | Max | ENCODE,4
5116,HepG2_Epithelium_Liver | TCF7 | ID:63591,4
3053,SW1353_Bone | HES1 | ID:49475,4
7536,Breast | ESR1 | ID:82073,4
7537,Breast | FOXA1 | ID:82074,4
5117,HepG2_Epithelium_Liver | TCF7 | ID:63592,4
7542,T47D_cancer_cells_Breast | ESR1 | ID:82124,4
3032,H1_Embryonic_Stem_Cell_Embryo | SOX2 | ID:4931,4
8664,AG10803 | CTCF | ENCODE,4
7915,LCL_B_Lymphocyte | SMC1A | ID:84580,4
7555,NGP_Neuroblastoma_cell | MYCN | ID:82208,4
5368,MCF-7_Epithelium_Breast | ZNF592 | ID:64279,4
7914,K562_Erythroblast_Bone_Marrow | GATA1 | ID:8458,4
7584,B_Lymphocyte | BACH2 | ID:82378,4
9190,K562 | BCLAF1 | ENCODE,4
5363,HEK293_Epithelium_Embryonic_Kidney | ZNF610 | ID:64256,4
7600,HeLa_Adherent_HeLa_cells | NELFA | ID:82509,4
8665,AoAF | CTCF | ENCODE,4
5397,A549_Epithelium_Lung | NR3C1 | ID:64331,4
5434,HEK293_Epithelium_Embryonic_Kidney | AEBP2 | ID:64455,4
3066,Kasumi-1_Myeloblast_Blood | EP300 | ID:49537,4
9154,HUVEC | c-Myc | ENCODE,4
3107,MCF-7_Epithelium_Breast | MED1 | ID:49649,4
3104,MCF-7_Epithelium_Breast | EP300 | ID:49646,4
8521,MCF-7_Epithelium_Breast | T | ID:88593,4
8453,H1_Embryonic_Stem_Cell_Embryo | KDM5A | ID:8812,4
3092,MCF-7_Epithelium_Breast | GATA3 | ID:49627,4
5405,HEK293_Epithelium_Embryonic_Kidney | ZNF788 | ID:64359,4
3084,MCF-7_Epithelium_Breast | RARG | ID:49619,4
7490,MG-63_Osteosarcoma_cell | FOSL1 | ID:81732,4
9197,K562 | CCNT2 | ENCODE,4
7495,BICR31_squamous_cell_carcinoma_Head_and_neck | KLF5 | ID:81775,4
7500,HeLa_Adherent_HeLa_cells | POLR2A | ID:81842,4
5092,K562_Erythroblast_Bone_Marrow | CEBPB | ID:63533,4
3072,GM10847_Lymphoblastoid_Blood | RELA | ID:4960,4
5101,MCF-7_Epithelium_Breast | GATA3 | ID:63546,4
5107,K562_Erythroblast_Bone_Marrow | MIER1 | ID:63554,4
8670,Breast_vHMEC | DNase.fdr0.01.peaks | Roadmap,4
4873,A549_Epithelium_Lung | BCL3 | ID:63000,4
8817,GM12878 | p300 | ENCODE,4
9365,MCF-7 | ZNF217 | ENCODE,4
4286,MOLM-14_Myeloid_Cell | BRD4 | ID:56357,4
5772,T47D_Epithelium_Mammary_Gland | FOXA1 | ID:6570,4
8148,T47D_Epithelium_Mammary_Gland | GATA3 | ID:86315,4
8331,MCF-10A_Epithelium_Breast | POLR2A | ID:87597,4
4298,Epithelium_Breast | MYC | ID:56427,4
4649,IMEC_Epithelium_Breast | POLR2A | ID:59553,4
4296,SH-SY5Y_Bone_Marrow | GATA3 | ID:56402,4
4293,Prostate | AR | ID:56392,4
4290,K562_Erythroblast_Bone_Marrow | CDK8 | ID:56379,4
8950,H1-hESC | POU5F1 | ENCODE,4
6198,MV4;11_Leukemia_Cell_Blood | POLR2A | ID:69765,4
9315,K562 | TBP | ENCODE,4
6197,MV4;11_Leukemia_Cell_Blood | BRD4 | ID:69764,4
4270,Epithelium_Mammary_Gland | E2F1 | ID:56252,4
4653,Raji_B_Lymphocyte_Blood | MYC | ID:5965,4
4265,HeLa_Epithelium_Cervix | EP300 | ID:56233,4
4263,HeLa_Epithelium_Cervix | EP300 | ID:56231,4
4262,C4-2B_Epithelium_Prostate | AR | ID:56211,4
4256,GM10855_Lymphocyte_Blood | VDR | ID:562,4
9294,K562 (MNaseD) | SETDB1 | ENCODE,4
6190,MV4;11_Leukemia_Cell_Blood | POLR2A | ID:69753,4
4303,HEK293T_Epithelium_Embryonic_Kidney | EHMT2 | ID:56449,4
6186,Hematopoietic_stem_and_progenitor_cell | STAG1 | ID:69626,4
9288,K562 | Rad21 | ENCODE,4
8113,HeLa_Adherent_HeLa_cells | NELFA | ID:85972,4
5792,GM12878_B_Lymphocyte_Blood | NR2C2 | ID:670,4
4343,Prostate | FOXA1 | ID:56662,4
4341,MDA-MB-231_Epithelium_Breast | JUN | ID:56634,4
5790,GM12878_B_Lymphocyte_Blood | MYC | ID:666,4
4335,NGP | GATA3 | ID:56601,4
8111,HeLa_Adherent_HeLa_cells | POLR2A | ID:85970,4
4318,HuCCT1 | TEAD1 | ID:56542,4
4312,B_Lymphocyte_Tonsil | KMT2D | ID:56478,4
4311,HEK293T_Epithelium_Embryonic_Kidney | EHMT2 | ID:56467,4
6160,SKmel147_Melanoma_Cell | INO80 | ID:69516,4
4310,HEK293T_Epithelium_Embryonic_Kidney | EHMT2 | ID:56466,4
6162,A375_Melanoma_Cell | MED1 | ID:69518,4
9289,K562 | Rad21 | ENCODE | 1,4
6179,Jurkat_T_Lymphocyte_Blood | BRD4 | ID:69617,4
5784,T47D_Epithelium_Mammary_Gland | ESR1 | ID:6586,4
4255,MCF-7_Epithelium_Breast | APOBEC3B | ID:56127,4
4239,Prostate | AR | ID:56110,4
6145,VCaP_Epithelium_Prostate | AR | ID:69283,4
4701,K562_Erythroblast_Bone_Marrow | RFX1 | ID:62593,4
6264,endometrioid_adenocarcinoma | POLR2A | ID:69900,4
4696,K562_Erythroblast_Bone_Marrow | MCM7 | ID:62587,4
4161,Cardiomyocyte_Heart | EP300 | ID:5577,4
4160,DUCaP_Epithelium_Prostate | AR | ID:55752,4
8094,LNCaP_Epithelium_Prostate | AR | ID:85857,4
4147,VCaP_Epithelium_Prostate | SUMO2 | ID:55724,4
6279,293T | TET2 | ID:70100,4
6281,LNCaP_Epithelium_Prostate | FOXA1 | ID:70108,4
5737,HEK293_Epithelium_Embryonic_Kidney | YY1 | ID:65204,4
6213,HT29_colorectal_adenocarcinoma | POLR2A | ID:69787,4
8074,Stem_cell | EP300 | ID:85689,4
6317,LNCaP_LNCaP_cells | MYC | ID:70756,4
4120,HCT-116_Colon | POLR2A | ID:55672,4
8069,MIN_cancer_cells_Breast | ESR1 | ID:85654,4
5736,HEK293_Epithelium_Embryonic_Kidney | YY1 | ID:65203,4
8916,H1-hESC | CEBPB | ENCODE,4
4708,HEK293_Epithelium_Embryonic_Kidney | KLF17 | ID:62618,4
4111,HCT-116_Colon | PAF1 | ID:55664,4
9225,K562 | E2F6 | ENCODE | 1,4
8557,SCC9_squamous_cell_carcinoma | CHD4 | ID:88895,4
4674,HEK293_Epithelium_Embryonic_Kidney | ZNF585B | ID:62532,4
4673,HEK293_Epithelium_Embryonic_Kidney | ZNF585B | ID:62531,4
4656,BL-41_B_Lymphocyte_Blood | MYC | ID:5968,4
4225,MCF-7_Epithelium_Breast | RAD21 | ID:56056,4
8948,H1-hESC | Pol2 | ENCODE,4
8110,HeLa_Adherent_HeLa_cells | SUPT5H | ID:85966,4
8105,Muscle | POLR2A | ID:85939,4
8332,MCF-10A_Epithelium_Breast | POLR2A | ID:87598,4
6229,MCF-7_Human_Breast_Cancer_Cell_Breast | NELFE | ID:69808,4
4192,TC-797 | BRD4 | ID:55854,4
6234,MCF-7_Human_Breast_Cancer_Cell_Breast | NELFE | ID:69813,4
9230,K562 | eGFP-JunD | ENCODE,4
8940,H1-hESC | MafK | ENCODE,4
5746,HEK293_Epithelium_Embryonic_Kidney | ZNF563 | ID:65216,4
4189,TC-797 | BRD4 | ID:55844,4
6255,Th1 | CDK9 | ID:69881,4
4663,IMR90_Fibroblast_Lung | SMC3 | ID:62504,4
6256,Th1 | T | ID:69884,4
4187,TC-797 | BRD4 | ID:55825,4
8330,MCF-10A_Epithelium_Breast | POLR2A | ID:87596,4
5795,Neuronal_Progenitor_cell | SOX2 | ID:67317,4
8791,GM12878 | EBF1 | ENCODE,4
4595,caki-1_Kidney | KDM5C | ID:58885,4
4508,LNCaP-abl_Epithelium_Prostate | MED1 | ID:58333,4
8991,HEK293 | ELK4 | ENCODE,4
8131,HeLa_Epithelium_Cervix | POLR2A | ID:86117,4
5977,Thymocyte_Thymus | GATA3 | ID:68161,4
4499,B_Lymphocyte_Tonsil | BCL6 | ID:58303,4
5877,LNCaP_Epithelium_Prostate | GATA2 | ID:67746,4
5874,LNCaP_Epithelium_Prostate | GATA2 | ID:67743,4
8281,Keratinocyte | SMC1A | ID:87234,4
8128,VCaP_Epithelium_Prostate | AR | ID:86007,4
6027,IMR90_fibrobasts | BRD4 | ID:68714,4
6004,C4-2B_Epithelium_Prostate | POLR2A | ID:68391,4
4477,U937_Pleura | RUNX1 | ID:58139,4
6005,C4-2B_Epithelium_Prostate | POLR2A | ID:68392,4
6012,HCT-116_Colon_cancer_cell_Colon | ATF3 | ID:68464,4
4474,Myeloid_Cell | KDM2B | ID:58081,4
5856,LNCaP_Epithelium_Prostate | FOXA1 | ID:67712,4
5851,SK-N-SH_Neuroblastoma_cell_Brain | RAD21 | ID:67698,4
8969,H1-hESC | USF-1 | ENCODE,4
5974,SKNO-1_Myeloblast_Bone_Marrow | KDM1A | ID:68120,4
8133,MCF-7_Epithelium_Breast | AHRR | ID:86159,4
5971,Kasumi-1_Myeloblast_Blood | KDM1A | ID:68117,4
8561,HCT-116_HCT116 | POLR2A | ID:88902,4
5909,LP-1 | BRD4 | ID:67836,4
8144,MCF-7_Epithelium_Breast | ESR1 | ID:86212,4
5932,MCF-7_Breast | ESR1 | ID:68056,4
5946,C4-2_Prostate | POLR2A | ID:68072,4
4547,BE2-C_Neuroblast_Brain | WDR5 | ID:58506,4
4545,Embryonic_Stem_Cell_Embryo | POU5F1 | ID:58495,4
4542,Embryonic_Stem_Cell_Embryo | MED1 | ID:58492,4
4541,Embryonic_Stem_Cell_Embryo | CTCF | ID:58490,4
5963,C4-2_Prostate | AR | ID:68089,4
4538,Embryonic_Stem_Cell_Embryo | POU5F1 | ID:58485,4
8994,HEK293 | TCF7L2 | ENCODE,4
5889,F5_Erythroid_Progenitor_Cell_Fetal_Liver | NFE2 | ID:67768,4
4533,HepG2_Epithelium_Liver | ARID1A | ID:58462,4
4531,PANC-1_Pancreas | CTCF | ID:58362,4
4575,THP-1_Monocyte_Blood | SPI1 | ID:5884,4
4518,LNCaP-abl_Epithelium_Prostate | MED1 | ID:58348,4
8140,C4-2_Prostate | BRD4 | ID:86205,4
6024,IMR90 | BRD4 | ID:68711,4
5847,Proerythroblast | ZBTB7A | ID:67683,4
4361,Neural_crest_cell_Cranial | NR2F1 | ID:56817,4
6110,T47D_Breast | ESR1 | ID:68974,4
8327,MCF-10A_Epithelium_Breast | POLR2A | ID:87593,4
9249,K562 (IFNa30) | IRF1 | ENCODE,4
6095,ZR-75-30 | EP300 | ID:68917,4
4394,HeLa_Epithelium_Cervix | POLR2A | ID:56977,4
6097,ZR-75-30 | KDM5C | ID:68932,4
4613,HL-60_Promyeloblast_Blood | LYL1 | ID:59002,4
4389,HeLa_Epithelium_Cervix | POLR2A | ID:56971,4
6105,T47D_Breast | PR | ID:68968,4
4380,HeLa_Epithelium_Cervix | POLR2A | ID:56956,4
8121,HeLa_Epithelium_Cervix | EMSY | ID:85993,4
4379,RS4_B_Lymphocyte | SPI1 | ID:56953,4
6117,BJAB_GCB_DLBCL_cells | BIRA | ID:69217,4
4621,SEM_Pre-B_Lymphocyte | MLLT1 | ID:59168,4
6126,Cortex_Kidney | SIX2 | ID:69249,4
4366,K562_Erythroblast_Bone_Marrow | KRAB | ID:56843,4
5797,BT-474_Human_Breast_Cancer_Cell_Breast | ESRRA | ID:67367,4
4364,Neural_crest_cell_Cranial | TFAP2A | ID:56820,4
4362,Neural_crest_cell_Cranial | NR2F1 | ID:56818,4
4401,HCT-116_Colon | POLR2A | ID:57089,4
9251,K562 (IFNg30) | IRF1 | ENCODE,4
4407,RL95-2_Uterus | EPO | ID:57111,4
6077,ZR-75-1_Embryonic_Stem_Cell_Breast | NR3C1 | ID:68862,4
9271,K562 | PHF8 | ENCODE,4
4602,HCC1954_Epithelium_Mammary_Gland | NRF1 | ID:58940,4
6042,Erythroid_progenitor_Bone_Marrow | GATA2 | ID:68819,4
4456,LX2_Hepatic_Stellate_Cell | POLR2A | ID:57813,4
4455,LX2_Hepatic_Stellate_Cell | POLR2A | ID:57812,4
4446,Embryonic_Stem_Cell_Embryo | RNF2 | ID:5771,4
9276,K562 (IFNa30) | Pol2 | ENCODE,4
6044,Erythroid_progenitor_Bone_Marrow | HDAC2 | ID:68821,4
6045,Erythroid_progenitor_Bone_Marrow | HDAC1 | ID:68822,4
4438,HEK293_Epithelium_Embryonic_Kidney | BAHD1 | ID:57661,4
6049,K562_Leukemia_Cell | SPI1 | ID:68826,4
5831,BT-549_Breast | JUN | ID:67573,4
9278,K562 (IFNg30) | Pol2 | ENCODE,4
8325,MCF-10A_Epithelium_Breast | POLR2A | ID:87591,4
4410,MCF-7_Epithelium_Breast | FOXM1 | ID:57117,4
5828,HCT-15_Epithelium_Colon | BRD4 | ID:67536,4
6065,T47D_Embryonic_Stem_Cell_Breast | NR3C1 | ID:68849,4
9209,K562 (IFNa6h) | c-Myc | ENCODE,4
4107,HeLa_Epithelium_Cervix | POLR2A | ID:5566,4
6347,A549_Epithelium_Lung | NR3C1 | ID:70947,4
3754,T_Lymphocyte_Blood | STAT5B | ID:53632,4
3779,Embryonic_Stem_Cell | NIPBL | ID:53673,4
3770,Embryonic_Stem_Cell | POLR2A | ID:53664,4
6654,Cardiomyocyte | TBX5 | ID:72917,4
6655,MHH-MED-1_Cardiomyocyte | MED1 | ID:72918,4
8052,HEK293T_Epithelium_Embryonic_Kidney | RYBP | ID:8550,4
6664,Cardiomyocyte | GATA4 | ID:72947,4
6666,MHH-MED-1_Cardiomyocyte | MED1 | ID:72949,4
5685,HEK293_Epithelium_Embryonic_Kidney | ZFP64 | ID:65123,4
6684,MCF-7_Breast | ESR1 | ID:72998,4
3722,HeLa_Epithelium_Cervix | CDK9 | ID:53347,4
4819,HEK293_Epithelium_Embryonic_Kidney | ZNF518A | ID:62888,4
5676,HEK293_Epithelium_Embryonic_Kidney | ZNF140 | ID:65113,4
3738,HMEC-hTERT | MBD2 | ID:53477,4
3737,SH-SY5Y_Bone_Marrow | SVIL | ID:53472,4
6703,B_cell_precursor | IKZF1 | ID:73235,4
8045,HCT-116_HCT116 | PHIP | ID:85459,4
3729,Kasumi-1_Myeloblast_Blood | RUNX1 | ID:53417,4
8043,LS174T_Epithelium_Colon | POLR2A | ID:8544,4
4811,K562_Erythroblast_Bone_Marrow | ARNT | ID:62868,4
4805,GM12878_B_Lymphocyte_Blood | HDGF | ID:62849,4
8877,GM12892 | Pol2 | ENCODE | 1,4
4803,HEK293_Epithelium_Embryonic_Kidney | SP3 | ID:62841,4
3887,Mesenchymal_Stem_Cell | POLR2A | ID:54124,4
9348,MCF-7 (estrogen) | c-Myc | ENCODE,4
9204,K562 (IFNa6h) | c-Jun | ENCODE,4
6606,SEM_B_cell_precursor | AFF4 | ID:72466,4
3877,MCF-7_Epithelium_Breast | ESR1 | ID:54088,4
3875,MCF-7_Epithelium_Breast | ESR1 | ID:54086,4
3867,MCF-7_Epithelium_Breast | ESR1 | ID:54078,4
8884,GM18526 (TNFa) | NFKB | ENCODE,4
3852,MCF-7_Epithelium_Breast | ESR1 | ID:54026,4
8056,MNNG_Osteosarcoma_cell | FOSL1 | ID:85560,4
6621,A375_Melanoma_Cell | CDK9 | ID:72606,4
3838,MCF-7_Epithelium_Breast | EP300 | ID:54008,4
3816,T47D_Epithelium_Mammary_Gland | PR | ID:53979,4
3811,T47D_Epithelium_Mammary_Gland | EP300 | ID:53971,4
8055,MNNG_Osteosarcoma_cell | FOS | ID:85559,4
6630,Endothelial_Cell_Umbilical_Vein | ETS1 | ID:72623,4
3806,T47D_Epithelium_Mammary_Gland | ESR1 | ID:53963,4
6715,Neurosphere | RBPJ | ID:73407,4
6726,SUM229_Mammary_carcinoma_cell_Breast | BRD4 | ID:73501,4
4104,HCT-116_Colon | ELL2 | ID:55646,4
3629,MCF-7_Epithelium_Breast | RELA | ID:52614,4
4847,A549_Epithelium_Lung | CEBPB | ID:62940,4
6798,resting_Blood | POLR2A | ID:73734,4
3647,Haematopoietic_Progenitor_Cell | NOTCH1 | ID:52638,4
4850,K562_Erythroblast_Bone_Marrow | HDGF | ID:62954,4
6807,293T | ZNF84 | ID:73925,4
8840,GM12878 | SMC3 | ENCODE,4
8819,GM12878 | p300 | ENCODE | 2,4
9257,K562 | Max | ENCODE,4
6811,293T | ZNF707 | ID:73931,4
8359,K562_Erythroblast_Bone_Marrow | CHD1 | ID:8770,4
4867,HEK293_Epithelium_Embryonic_Kidney | ZNF391 | ID:62985,4
6826,293T | ZNF317 | ID:73959,4
8175,VCaP_Epithelium_Prostate | ERG | ID:8654,4
8368,MCF-7_Epithelium_Breast | AHR | ID:87747,4
8022,Acute_myeloid_leukemia | BRD4 | ID:85341,4
6834,293T | ZIM3 | ID:73977,4
6843,endometrioid_adenocarcinoma | ESR1 | ID:73998,4
6846,endometrioid_adenocarcinoma | ESR1 | ID:74003,4
3649,CyT49_Embryonic_Stem_Cell_Embryo | FOXA1 | ID:52678,4
3652,CyT49_Embryonic_Stem_Cell_Embryo | FOXA2 | ID:52681,4
6787,SEM_B_Lymphocyte | KMT2A | ID:73716,4
3661,MCF-7_Epithelium_Breast | POLR2A | ID:52957,4
4829,HepG2_Epithelium_Liver | FOXK2 | ID:62912,4
8858,GM12878 | ZEB1 | ENCODE,4
6734,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73509,4
3697,TSU-1621-MT | SPI1 | ID:53299,4
6736,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73511,4
6743,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73518,4
3689,HEK293_Epithelium_Embryonic_Kidney | FOXM1 | ID:53260,4
6753,HCC1806_Mammary_carcinoma_cell_Breast | BRD4 | ID:73528,4
6766,SUM159PT_Mammary_carcinoma_cell_Breast | MED1 | ID:73543,4
6773,SEM_B_Lymphocyte | PAF1 | ID:73697,4
6776,SEM_B_Lymphocyte | KDM2B | ID:73700,4
6779,Monocyte_Cord_blood | KMT2A | ID:73708,4
4838,HEK293_Epithelium_Embryonic_Kidney | ZNF341 | ID:62930,4
3671,U937_Pleura | RBP2 | ID:53075,4
4839,HEK293_Epithelium_Embryonic_Kidney | ZNF341 | ID:62931,4
3663,Nalm6_B_cell_precursor_Blood | NR3C1 | ID:52960,4
8544,BT-549_Breast | SMAD2/3 | ID:88732,4
3889,Mesenchymal_Stem_Cell | CEBPB | ID:54126,4
4795,K562_Erythroblast_Bone_Marrow | COPS2 | ID:62811,4
9345,MCF10A-Er-Src (EtOH_0.01pct) | STAT3 | ENCODE,4
4021,NCI-H526_Epithelium_Lung | KDM1A | ID:55323,4
6393,VCaP_Epithelium_Prostate | CTCF | ID:71105,4
6394,VCaP_Epithelium_Prostate | CTCF | ID:71106,4
4050,786-O_Epithelium_Kidney | SPI1 | ID:55389,4
6397,VCaP_Epithelium_Prostate | AR | ID:71109,4
6399,MCF-10A_Epithelium | BRD4 | ID:71136,4
6402,LNCaP_Epithelium_Prostate | AR | ID:71166,4
6408,LNCaP_Epithelium_Prostate | RELA | ID:71203,4
6416,LNCaP_Epithelium_Prostate | PIAS1 | ID:71211,4
8165,SKMEL5_melanoma | BRD4 | ID:86522,4
3902,Jurkat_T_Lymphocyte_Blood | CTCF | ID:54151,4
6436,Osteoblast | STAT3 | ID:71234,4
6444,Osteoblast | POLR2A | ID:71248,4
8340,MCF-7_Epithelium_Breast | CTCF | ID:87645,4
6448,Osteoblast | BRD4 | ID:71253,4
4005,HeLa_Epithelium_Cervix | POLR2A | ID:55200,4
4746,MCF-7_Epithelium_Breast | CEBPG | ID:62691,4
6454,hESC | SMAD3 | ID:71285,4
6468,MCF-7_Breast | CTCF | ID:71678,4
4054,786-O_Epithelium_Kidney | SPI1 | ID:55393,4
6391,VCaP_Epithelium_Prostate | CTCF | ID:71103,4
5719,HEK293_Epithelium_Embryonic_Kidney | EGR2 | ID:65179,4
6386,MCF-7_Breast | POLR2A | ID:71062,4
9319,K562 | TR4 | ENCODE,4
6353,Raji_B_Lymphocyte_Blood | POLR2A | ID:70957,4
4093,B_Lymphocyte | EP300 | ID:55572,4
5725,HEK293_Epithelium_Embryonic_Kidney | KLF1 | ID:65188,4
9043,HeLa-S3 | RFX5 | ENCODE,4
6361,MCF-7_Human_Breast_Cancer_Cell_Breast | RUNX1 | ID:70984,4
